id,name,description,count_members
49915841,Средняя школа №43 им. А.С. Пушкина,"МОУ СОШ № 43 им. А.С. Пушкина с углублённым изучением немецкого языка является специализированной школой и занимает одно из первых мест в рейтинге школ города Ярославля. <br><br>150000, г. Ярославль, ул. Б.Октябрьская, д.64а<br>тел./факс (4852) 303-893<br><br>Директор: Майя Валерьевна Борецкая",241
49985013,Типичная Вышка,"""Типичная Вышка"" - это инфографика о Вышке и ее обитателях: студентах, аспирантах, преподавателях, научных сотрудниках, административном персонале, выпускниках, абитуриентах.       <br><br>Здесь мы рассказываем о результатах  опросов Центра внутреннего мониторинга НИУ ВШЭ и данных статистики.",1464
50189302,VHS Video,Все только самое лучшее,697744
50459146,Mental_Side.,"Народ, мы потихоньку растем, но к сожалению нас все еще мало кто знает :( Поможете группе? Сделайте репост на наши маленькие сборнички и тогда, возможно, нас станет больше и тут будет веселее",51
50534810,Копирайтинг от TEXT.RU,"Официальная страница сайта TEXT.RU<br><br>TEXT.RU - это сервис, на котором копирайтеры, благодаря своему умению писать качественные статьи, могут зарабатывать хорошие деньги, а заказчики получают уникальный и интересный  контент для своих сайтов. <br>Также на нашем сервисе вы можете абсолютно бесплатно проверить свой текст на уникальность.<br><br>Присоединяйтесь к нам, чтобы быть в курсе последних новостей и акций и участвовать в жизни нашего проекта.",4502
53646590,Оленин,"Вы присылаете свою короткую прозу <br>(реальную историю или выдуманную) или историю в стихотворной форме. Лучшее мы публикуем анонимно или не анонимно <br>(по вашему желанию) <br><br>Все рады, а вы ещё, быть может, и знамениты. <br><br>Воспользуйтесь функцией ""предложить новость"".<br><br>Копипаста - БАН",42609
53731228,Megtur - журнал путешествий,,7498
54616098,Онлайн-радио RadioLike,"RadioLike.org - молодое онлайн-радио, ради вас на котором ежедневно трудится команда из более чем 30-ти человек.<br><br>Каждый день мы готовы радовать вас отличной музыкой, интересными тематическими эфирами, веселой и увлекательной болтовней и, конечно же, ""вкусным"" юмором!",3268
54799175,Лекториум | Умный паблик,"Один из крупнейших просветительских проектов России. <br><br>Создаем онлайн-курсы, публикуем лекции, сотрудничаем с лучшими вузами.",14903
55297912,ХИМИЯ - ЕГЭ - 2014,,396
56178409,[Танцы в Ярославле],,112
57281964,Painfully,,1202
58231415,Enjoybook.ru - оригинальная фотокнига,"Enjoybook - это уникальная фотокнига ручной работы! Закажи на сайте: enjoybook.ru<br><br>ХВАТИТ ХРАНИТЬ ФОТОГРАФИИ<br><br>Фотографии со свадьбы, из отпуска, со дня рождения или красивой фотосессии, хватит хранить их на компьютере. Создавайте историю из каждого события!<br><br>РУЧНАЯ РАБОТА<br><br>Альбом создается полностью вручную. Размеры альбома 22 см на 22 см, внутри может быть от 20 до 120 страниц с фотографиями, на плотной глянцевой бумаге с высочайшим качеством печати.<br><br>НЕВЕРОЯТНО ПРОСТОЙ КОНСТРУКТОР<br><br>Просто загрузите фотографии на сайте enjoybook.ru и Вы сразу сможете увидеть как будет выглядеть Ваш будущий альбом и даже полистать его! Всего пару минут и Ваш подарок запомнится на всю жизнь.<br><br>БЫСТРЕЕ ВСЕХ<br><br>Изготовление занимает всего 2-4 рабочих дня! Мы с большим вниманием подобрали все материалы, чтобы обеспечить максимальное качество.<br><br>БЕСПЛАТНАЯ ДОСТАВКА <br><br>Доставка абсолютно бесплатна по всей России, в Оренбурге действует курьерская доставка прямо в руки, которая так же бесплатна! Доставка по России осуществляется заказной бандеролью в течении 5-9 дней.<br><br>УДОБНАЯ СИСТЕМА ОПЛАТЫ<br><br>Вы можете произвести оплату любым удобным для Вас способом, будь то банковская карта или платеж через любую электронную систему платежей!<br><br>ПРИЯТНАЯ ЦЕНА<br> <br>20 страниц = 1890 рублей<br>30 страниц = 2290 рублей<br>40 страниц = 2690 рублей<br>50 страниц = 3090 рублей<br>60 страниц = 3490 рублей<br>70 страниц = 3890 рублей<br>80 страниц = 4290 рублей<br>90 страниц = 4690 рублей<br>100 страниц = 5090 рублей<br>110 страниц = 5490 рублей<br>120 страниц = 5890 рублей<br>Каждый дополнительный разворот стоит 80 рублей.",58224
59570143,Москва: Инструкция по применению!,"Самые актуальные новости, места, секреты, обзоры и события!",137643
60345188,ПОДСЛУШАНО | ЯРОСЛАВЛЬ,,139
61286815,Лепра,,177789
64667994,Find ME Ярославль,"Вы кого - то увидели в клубе/на остановке/в маршрутке и т.д.... и очень хотели бы найти этого человека , но не знаете как?<br>Наш паблик вам в помощь!<br>Вы рассказываете кто вас интересует, а мы в свою очередь , размещаем ваш пост у нас и всем ЯРОСЛАВЛЕМ пытаемся вам помочь!<br><br>Группа создана для того,чтоб люди могли найти друг друга.<br><br>КАК ПОПАСТЬ НА СТРАНИЦУ?<br><br>1. На стене сообщества есть кнопка ""предложить новость"" (ОБЯЗАТЕЛЬНО С ПОМЕТКОЙ АНОНИМНО ИЛИ НЕТ)<br><br>ССЫЛКИ ЗАПРЕЩЕНЫ!!!!<br>НЕЛЬЗЯ!!! Применять ненормативную лексику.<br>НЕЛЬЗЯ!!! спамить/мусорить/рекламировать.<br>НЕЛЬЗЯ!!! унижать/обзывать/обижать других участников группы.<br><br>ЗА НАРУШЕНИЕ БАН!",982
65080714,Московская математическая жизнь,,798
66170841,"For Web — веб-разработка, фронтенд","Полезные мелочи для веб-разработчиков и дизайнеров.<br>Ключевые слова: программирование, дизайн, веб-программирование, веб-дизайн, веб-разработка, веб-мастер, создание сайта",26959
67629751,Квест комната LOST Ярославль,,0
72168138,Институт образования НИУ ВШЭ,"Институт образования – ведущий российский исследовательский центр в области образования, подразделение Национального исследовательского университета «Высшая школа экономики» - одного из сильнейших университетов страны.<br>Институт образования ведет активную работу в сотрудничестве с Министерством образования и науки Российской Федерации, Организацией экономического сотрудничества и развития (ОЭСР), Всемирным банком и ведущими мировыми университетами...",548
72249056,РИФМАЧ,,360094
72992769,TubeLike.Me | Твой эфир - твои правила,"TubeLike.Me - онлайн-радио нового поколения, где любой желающий может подключиться к потоку вещания в порядке очереди. Только слушатели решают, кому оставаться в эфире, а кого послать в топку.<br><br>TubeLike.Me. Твой эфир - твои правила.",38
76361613,CS Rock Club,"Проект Студактива ФКН. <br>У нас есть интересные факты о группах и песнях, захватывающие мероприятия и много хорошей музыки для вдохновения. <br><br>«Классический рок – весьма расплывчатый термин, включающий в себя множество прочих жанров рок-музыки, от сёрфа до прогрессивного рока. Временные рамки – конец 50-х - середина/конец 80-х годов.» (с) last.fm",61
76380793,Печеньки с предсказаниями,,1923
80198668,Квест комната LOST-Квесты в реальности Ярославль,Квест в реальности Ярославль. Выберись из комнаты за 60 мин. Проверь себя на прочность! LOST старейшая квест-комната  Ярославля.,7446
83720464,Московское метро,,12119
89989536,Столовая ВШЭ,"Здесь мы будем выкладывать меню столовой в корпусе на Мясницкой, 20.<br><br>К сожалению, только этой столовой. Но если вы будете присылать нам меню других корпусов, то мы обязательно будем их публиковать.",435
23783750,AUTO,,1634594
45091870,Тёмный Уголок,,666022
16460028,МОТО,"Мото, мотоциклы: хонда, сузуки, ямаха, бмв, иж, скутер. Мотоциклист, байкер, мотоклуб<br>moto: honda, suzuki, yamaha r1, bmw, harley",491179
40601518,Внедорожники off-road 4х4 [УАЗ ГАЗ Нива Jeep],Самое большое Внедорожное сообщество ВКонтакте!,211443
23110013,МОТОЦИКЛЫ,Подписывайтесь на наш паблик и зовите друзей!,134121
31817865,RANGE ROVER ● LAND ROVER,Welcome to the club of  Range Rover.<br><br>Будем рады видеть всех!<br>Любителей и владельцев Range Rover и Land Rover!<br>_____________________<br>ВНИМАНИЕ!!!<br>За рекламу/спам- БАН<br>За копирование информации- БАН<br><br>Go Beyond © <br>Range Rover ● Land Rover 2011-2015,113027
1135139,Антивирус ESET NOD32,ESET NOD32 - супер антивирус! Более 100 000 000 пользователей в мире и более 15 000 000 в России!,101909
39271,НИВА 4х4,"Сообщество любителей а/м Лада 4х4 ""Нива"" и Шевроле Нива.",45761
15494218,Citroen Россия,"Группа для всех поклонников марки Citroen, владельцев автомобилей Citroen и просто друзей<br><br>http://www.youtube.com/citroenrussia<br>http://www.facebook.com/citroenrussia<br>http://www.twitter.com/citroenrussia<br><br>Группа является информационной",23399
54828779,Cafe Racer,#tonupbuild - процесс постройки кастом байков.<br>#tonupbook - вырезки из винтажных журналов.<br>#best_of_tonup - конкурс на лучший мотоцикл.<br>#tonuppublicity - рекламные объявления.<br>#tonupvimeo - качественные видеоролики.<br>#tonupsale - объявление о продаже.<br>#caferacer #tracker #scrambler #bobber #classicmotorcycles #custom #brat,19027
350334,Группа любителей мотоциклов МИНСК,"Делимся опытом, фотографиями, всем что связано с мотоциклами ""Минск"".<br>ВСТУПИЛ В ГРУППУ - ПРОЧИТАЛ ПРАВИЛА! НАРУШЕНИЕ - БАН.",17649
3700969,Журнал «МОТО»,"Этот журнал – не только для тех, кто ездит на двух колесах или хочет больше узнать о мире мотоциклов. <br><br>Он – для всех, кто ценит свободу передвижения, ищет новые ощущения и любит технику. Для тех, кто всегда в движении. <br><br>На страницах МОТО – первого и старейшего российского мотоциклетного журнала – обо всем, что происходит в мотоциклетном мире.<br><br>Уважаемые пользователи группы!<br>Предлагаем Вам установить бесплатное приложение первого мотоциклетного журнала России - «МОТО».<br><br>iPad-Версия: http://itunes.apple.com/ru/app/id471260794?mt=8<br><br>Android-Версия: https://play.google.com/store/apps/details?id=air.MOTO.Zarulem<br><br>По всем вопросам сотрудничества и рекламы просьба обращаться к нашему менеджеру:<br>ИРИНА СКАТКОВА <br>тел.: 8 (495) 363-47-27, доб.2055<br>м. тел.: 8-910-444-01-44<br>e-mail: skatkova@zr.ru",16424
10581008,AMG family,,14951
19007523,Тест-драйв Ивана Зенкевича &amp: IZ лив лайфф,"Тест-драйв Ивана Зенкевича<br><br>Добро пожаловать на сайт Zenkevich.ru! Сайт, посвященный, одному из многозначительных творений человечества - автомобилям! <br><br>Так же вы можете оставлять свои комментарии на сайте  УТРО РОССИИ.<br><br>http://www.utro-russia.ru/theme_questions.html?tid=45676<br><br>http://zenkevich.ru/",13648
25177185,KTM/Husqvarna &gt: RACING-MOTO.RU &lt: КТМ/Хускварна,Сообщество посвященное австрийским мотоциклам KTM \ Husqvarna,13448
59967555,Оппозитные будни,"Группа любителей оппозитов производства Ирбитского, Киевского, Баварского и других мотоциклетных заводов. <br>   Группа создана для вдохновения людей на постройку кастома, рестайлинг, реставрацию своего мотоцикла. Здесь не будет обсуждений банальных вопросов по ремонту и тюнингу, ведь всё уже давно написано и переписано на известных форумах: лишь необходимые ссылки для тех, кто только начал постигать мир мототехники.",11260
28770028,I ♥ Ducati,,10216
19626789,100% МОТО,"НЕ ПОДАВАЙТЕ ЗАЯВКУ если у вас нет мотоцикла и водительского удостоверения с категорией А.<br>Вы интересуетесь мото? Учитесь в мотошколе?<br>Завтра покупаете мотоцикл? Ваш парень мотоциклист? ЭТА ГРУППА НЕ ДЛЯ ВАС.<br>Между покупкой мотоцикла и желанием его купить огромная разница!<br>Если по вашей страничке однозначно не видно, что вы мотоциклист и вы младше 1989 года - сразу присылайте фото своих прав (номер можно закрасить) пишите vk.com/im?media=&amp:sel=-19626789<br>Если вы симпатичная девушка - необходима также ваша фотка на моте в движении.<br>Приносим извинения за неудобства, но только жесткий фейсконтроль позволяет сохранить элитарность данного клуба.)",9634
55682444,"Клуб Peugeot, Citroen",Клуб любителей Peugeot и Citroen.,8635
18437,CITROEN - Клуб владельцев или любителей марки,"Кому по каким-либо причинам нравится эта Марка - вступайте в группу.<br>Ну, а если у вас есть такое авто - считайте вам повезло, как Фантомасу в 1965-ом!!!<br><br>Фантомас всегда прав!<br><br>Главной сенсацией CITROЁN, а заодно, пожалуй, и всего мирового автомобилизма всех времен, стала премьера на парижском автосалоне 1954 года модели DS. Никогда в истории (опять это громкое слово…) отдельно взятый автомобиль не опережал настолько свое время. Даже сегодня, полвека спустя, DS смотрится, как гость из будущего, а уж тогда он выглядел и вовсе инопланетным объектом. Фильмы о Фантомасе снимали через 10 лет после премьеры DS, но более подходящего средства передвижения для гениального злодея-романтика найти не смогли. Перечислять все новшества, примененные на DS очень долго - да я и не специалист - поэтому упомяну только одно: на последней модификации DS21 (1967 год) были впервые применены передние фары, поворачивающиеся вместе с колесами. Только сейчас это давнее изобретение CITROЁN начали использовать на некоторых других суперкарах...<br><br>___________________________________<br><br>ПРАВИЛА ГРУППЫ:<br><br>- все записи не относящиеся к тематике группы, записи с нецензурной лексикой удаляются администрацией без предупреждения.",6448
40991069,Русский мотоцикл Урал,"ООО ""Русские Мотоциклы"" - официальный дилер мотоциклов Урал в Санкт-Петербурге. С 2013 года генеральный дистрибьютор ПК ИМЗ по Российской Федерации и СНГ.<br><br>Группа посвящена предмету нашей деятельности - заслуженным мотоциклам Урал. Мы верим, что у марки есть будущее, не как у старого колхозника или русской диковинки, а как у серьёзного тяжёлого мотоцикла, который один из немногих  выпускается с коляской.<br><br>Участвуйте, делитесь опытом, задавайте вопросы. Мы рады всем кому интересен Урал, как прошлое, как настоящее, как будущее.<br><br>+7 (812) 337-59-66",4714
8697299,"Любители русских мотоциклов Минск, Восход, Иж, У","Группа для всех категорий мотоциклистов, тоесть для тех кто ганяет на мопедах, мотоциклах марок: Минск ,Восход,Ява,Иж и  не тока",4396
161172,Баян и Аккордеон,"Бая́н — музыкальный инструмент, ручная кнопочная гармонь с полным хроматическим звукорядом на правой клавиатуре, басами и готовым аккордовым аккомпанементом на левой: назван в честь древнерусского певца-сказителя Бояна.<br>Баян известен за рубежом как «кнопочный аккордеон», что не совсем верно: это разные инструменты. Баян удобен для исполнения танцевальных мелодий (вместе с другими инструментами он создаёт характерный насыщенный звук), в то время как аккордеон — мелодический, ведущий инструмент.<br>Гармо́нь (гармоника, гармошка) — язычковый клавишно-пневматический музыкальный инструмент с мехами и двумя клавиатурами. Левая клавиатура предназначена для аккомпанемента: при нажатии одной кнопки звучит бас или целый аккорд. На правой клавиатуре играется мелодия.<br>Нельзя утверждать достоверно, где именно впервые была изобретена ручная гармоника. Широко распространено мнение, что гармонь была изобретена в Германии, в начале XIX века. Однако есть и другие данные. Например, согласно исследованиям академика Мирека, первая гармонь появилась в Санкт-Петербурге в 1783 году стараниями чешского инженера Франтишека Киршника. Существуют и другие взгляды на это проблему.<br>Русские гармони делятся на два вида по типу извлечения звука: во-первых, гармони, у которых при растяжении и сжатии мехов каждая кнопка при нажатии даёт звук одной и той же высоты, и, во-вторых, гармони, у которых высота звука меняется в зависимости от направления движения мехов. К первому типу относятся такие гармони как «ливенка», «русская венка», «хромка» (самая распространённая в наше время). Ко второму типу — «тальянка», «черепанка», «тульская», «вятская». Можно разделить гармони по типу правой клавиатуры, в зависимости от количества рядов кнопок. Самая распространённая гармонь в наше время — двухрядная «хромка», но существуют также трёхрядные инструменты и инструменты с одним рядом кнопок.<br>Однорядные гармони: «тульская», «ливенка», «вятская», «тальянка» (сокращённое от «итальянка», на правой клавиатуре находится 12—15 кнопок, а на левой — три).<br>Двухрядные гармони: «русская венка» (первая двухрядная), «хромка».<br>Аккордео́н (фр. accordéon) — музыкальный инструмент, ручная гармоника. В русской традиции так принято называть только инструменты с правой клавиатурой фортепьянного типа (обычно несколько тембровых регистров) — в отличие, например, от баяна.<br>Первый аккордеон изготовил и дал ему название венский мастер К. Демиан (1829). В России название «аккордеон» бытует с XIX века. Ранние модели имели 5—10 кнопок на правой и 2—4 на левой клавиатурах, при смене движения меха извлекались звуки разной высоты.<br>Аккордеон произошёл от губной гармоники. Он устраивается в виде четырёхугольного ящика, боковые стенки которого состоят из сложенной в складки кожи и образуют мехи, которые надуваются посредством поднимания и опускания дна играющим на аккордеоне. На верхней доске находятся клавиши. Каждая клавиша дает два звука: один при вытягивании, другой при сжимании инструмента. На дне инструмента один или два клапана, служащие для произведения аккордов доминанты и тоники. Бывают простые и двойные аккордеоны: простые имеют один, двойные — два ряда клавишей.<br>Для изучения игры на аккордеоне существуют следующие сочинения на немецком языке:<br>«A. Unterricht dasselbe spielen zu lernen» (Лейпц., 1834)<br>Циммерман «Tabelle für A., mit 58 Tönen».<br>В конце XIX века аккордеоны в большом количестве изготавливались в Клингентале (Саксония).<br>Мало кто из композиторов писал музыку специально для аккордеона. Практически все аккордеонисты пользуются переложениями. В 1996 году в Кракове появилось трио аккордеонистов Motion trio, которые сами пишут для аккордеона и исполняют свою музыку. Моушн Трио — обладатели Гран при конкурса современной камерной музыки Пендерецкого, участники многочисленных фестивалей джаза и world music.<br>Концертина (англ. concertina) — язычковый пневматический музыкальный инструмент — гармоника с хроматическим звукорядом, б",3457
56315733,Байкленд | Байк Ленд | Мотосалон «Байк Ленд»,"«Байк Ленд» — официальный дистрибьютор таких всемирно известных брендов как: KTM, Alpina Snowmobiles, Alpinestars, Shoei, Lazer, IXS, Michelin, GIVI, Yoshimura, Akrapovic ...  Официальный дилер Suzuki, Arctic Cat, Kawasaki, скутеров Aprilia<br><br>«Байк Ленд» — широко известная компания, существует с 1999 г. и по праву занимает лидирующие положения на рынке мототехники, экипировки и сопутствующих товаров.<br><br>Телефоны:<br>* салоны +7 (495) 926-52-01<br>* интернет-магазин  +7 (495) 926-52-00",3185
10361219,CITROEN C5 - Клуб любителей Ситроен С5,"Клуб любителей, обладателей и ценителей оригинальной марки французского автопрома - Citroen C5",3115
32806457,"Мото Движение ""Тула и Область """,,2072
15257024,"Мотоциклы Балтмоторс (""QINGQI"")","Задача группы - объединить людей, интересующихся такой техникой. Будем помогать всем Бээмводам - состоявшимся и потенциальным. Общайтесь, задавайте вопросы, высказывайте критику и замечания. Вас услышат.",2055
54278899,СТИХИ|© Игорь Хавроничев,"В этой публичной странице, я хотел бы поделиться с вами, дорогие читатели, своими произведениями. Кому интересно - добро пожаловать в мир моего творчества! :)",1572
14840954,====Мотоцикл минсК====,"Это группа для тех у кого есть мотоцикл минск и другая техника. <br><br>Правила группы:<br>-Не выражаться матом<br>-Не выкладывать все что может содержать рекламу,спам.<br>-Не оскорблять участников группы.<br><br>И БУДТЕ ОСТОРОЖНЫ НА ДОРОГАХ,ВЕДЬ БОЛЬШИНСТВО СМЕРТЕЙ НАЧИНАЮТСЯ С ФРАЗЫ:""СМОТРИ КАК Я УМЕЮ"".<br>",1252
64325262,Мотонавигатор Moto-life,"Moto-life  это приложение для байкеров и всех любителей мотоциклов.<br>Тут Вы сможете найти мотомагазины, мото-СТО, эвакуаторы, мотошколы, мотоклубы и другие полезные мотоциклисту места.<br>Удобная карта поможет Вам определить свое геоположение, и ближайшие места, которые обычно посещают мотоциклисты. Для большего удобства используйте фильтры на карте.<br>В разделе ""Гараж"" ведите хронологию ТО Вашей техники. Это своеобразный бортовой журнал для мотоциклов и автомобилей.<br>Приложение Moto-life для байкеров постоянно обновляется и с каждым днем находит все больше положительных отзывов. Пока наша база не велика, но с каждой неделей она становится больше.",519
16839452,۞۞۞ Пителино ۞۞۞ - Официальная группа,"★★★★★★Добро Пожаловать!★★★★★★<br>Эта группа для тех, кому посчастливилось жить в замечательном посёлке «Пителино».Также для тех, кто, живёт или жил в Пителинском районе! Для тех, кто приезжает сюда отдохнуть, любит прогуляться по местности, съездить в лес на шашлыки, позаниматься спортом на стадионе. Думаю каждый сможет добавить в этот список что-то своё...<br>★★★★★★★★★★★★★★★★★★★★★★<br><br>___________________<br>©Официальная Группа",451
4596155,Ермо-николаевка-Красный партизан-Высокие поляны-Лукино-Терентеево-РУЛЯТ!,"группа для людей отдыхавших,отдыхающих и тех кто будет отдыхать в ""чудной"" Рязанской области, Пителинском р-не)))для людей не понаслышке знающих такие слова как:  ""вкусняшка"", ""танцульки"", ""беленькое"", ""на пету"", ""в клубу"", ""русское"", ""остановка""))) и т.д",157
66813410,BMW F800.,"Группа владельцев F800-проблеммы,советы,обслуживание.",31
76621520,ФКН ПМИ 106 группа,"Поздравляем, теперь ты с нами! <br>Мало того, что ты - студент Вышки, студент ФКН ПМИ, ты к тому же учишься в самой лучшей 106 группе!",22
86886595,BMW F800,"Любители немецкого железа с душой,обсуждаем,критикуем,интересуемся,даём советы и просто болтаем на тему наших железных коней",13
34580489,Идеи для жизни,Новый день – новая идея!,1401140
27060808,Рукоделие идеи и советы handmade,"Handmade — для людей, предпочитающих оригинальный дизайн вместо обыденного, вещи ручной работы, сделанные своими руками, или просто необычный дизайн. Мы ищем новые, интересные идеи, делимся опытом и помогаем друг другу советом.Уважаемые подписчики и мастера ,у нас стартовал новый проект kidsti.com ...",983869
38415798,2do2go: Москва,"Добро пожаловать на страницу самого полезного и интересного гида по Москве 2do2go.ru<br><br>Информация о том, куда пойти сегодня, завтра, на выходных здесь: http://www.2do2go.ru/msk/search/events<br>Места для деловых встреч, свиданий и других мероприятий здесь: http://www.2do2go.ru/msk/search/places<br>Свежие и полезные обзоры: http://www.2do2go.ru/msk/city<br>Наша карта Москвы: http://www.2do2go.ru/msk/map/events<br>Спецпроект о театральной Москве: http://teatr.2do2go.ru<br><br>Блог проекта: blog.2do2go.ru<br><br>Instagram проекта http://instagram.com/2do2go_moscow<br><br>Интересная Москва<br>Интересное в Москве",406144
42800749,perfо́rmance,,364472
43165524,My Sweet Home,&lt:- Черпай вдохновение вместе с нами... ,327264
112455521,Я смотрю телевизор и радуюсь жизни,,178099
51254145,Страдающее Средневековье,"Боль, страдания и унижения в Средневековом мире и современной России",175844
52171320,Joan Cornella,Мне кажется... или вы захотите  убивать после этих комиксов?,103139
67112399,Multitude,,82409
71600914,ARTONCE,искусство реальности.,65005
86442480,Свадьба твоей одноклассницы,"Свадебный альбом<br><br>Функция ""предложить новость"" используется в нашем паблике для того, чтобы Вы могли публиковать свои фото. По всем остальным вопросам пишите в личные сообщения.<br><br>Во избежание конфликтных ситуаций, предупреждаем о том, что фото без пометки ""анонимно"" выкладываются с подписью отправителя.",64960
10612034,Сатана Печёт Блины,,42398
56910814,9Cute,,28788
85480580,Стикеры Telegram,"В данной группе публикуются стикеры для Telegram.<br><br>Свои стикеры вы можете добавить с помощью кнопки ""Предложить новость"".",21073
74286,== Математики ==,"Это группа для искренних ценителей математики - любителей и профессионалов. Просьбы помочь решить задачу не приветствуются и разрешены только здесь<br>http://vk.com/topic-74286_25756909<br><br>На стене запрещены задачи из стандартных образовательных программ, реклама репетиторства и мошенничества (за каждый такой пост - бан). Поощряются, наоборот, интересные задачи, впечатления, наблюдения, вопросы о жизни. <br><br>Лучший момент в жизни математика – это когда он уже вывел доказательство, но ещё не нашёл ошибки в расчетах.<br><br>Когда разговариваешь с математиком, можно не иметь представления о математике. Но при этом совершенно необходимо чувство юмора и сознание собственного ничтожества.<br><br>Золотое правило математика: ты должен говорить только правду и ничего, кроме правды, но не всю правду.<br><br>""После того, как я начал просматривать альбомы группы, у меня появилась мечта поступить в физмат ВУЗ, закончить его, заняться математикой профессионально, зайти сюда еще раз и ПОНЯТЬ ВСЁ!!!"" - Никита Лукьяненко, ученик 9 класса.",20744
1028,Милый Ёжик,,20288
23141780,Пушкинский музей,"Официальная группа Государственного музея изобразительных искусств имени А.С. Пушкина.<br><br>Режим работы Музейного комплекса ГМИИ им. А.С. Пушкина:<br><br>Главное здание (Волхонка,12)<br>Галерея Искусства Стран Европы и Америки ХIX-ХХ веков (Волхонка, 14)<br>вт, ср, сб, вс с 11:00 до 20:00<br>чт, пт с 11:00 до 21:00<br>пн – выходной<br><br>Здание Музея личных коллекций (Волхонка, 10)<br>ср, пт, сб, вс с 12:00 до 20:00<br>чт с 12:00 до 21:00<br>пн, вт – выходной<br><br>Детский центр «Мусейон» (Колымажный, 6)<br>вт – вс 10:00 - 18:00<br>пн – выходной<br><br>Музей-квартира Святослава Рихтера (Большая Бронная, 2/6)<br>ср – сб с 14:00 до 20:00<br>вс с 12:00 до 18:00 <br>пн, вт – выходные дни <br><br>Учебный художественный музей им. И.В. Цветаева (Чаянова, 15)<br>вт – сб с 10:00 до 17:00<br>вс, пн – выходные дни",17361
49788062,Свидригайлов,Святослав Свидригайлов,16901
51033647,Жизнь разработчиков / developerslife.ru,Официальная страница сайта developerslife.ru,14364
84793390,Академия Яндекса,"Школы, лектории, олимпиады и другие образовательные проекты,<br>организованные Яндексом или при его участии.<br><br>Наш канал на YouTube   http://www.youtube.com/АкадемияЯндекса",11421
6625862,M83,http://www.ilovem83.com/,10309
69544687,Исчисляй,основное тождество тригонометрии души.,8485
278573,HSE{career},Телефон: +7 (495) 621-77-92<br>E-mail: career@hse.ru<br>-----------------<br>Вакансии и стажировки на Вышкаfamily http://family.hse.ru/vacancy,8225
72330792,S        T        Λ,,6014
713602,Рис Иванс | Rhys Ifans,"Группа, посвященная <br><br>РИСУ ИВАНСУ, <br><br>потрясающе талантливому валлийскому актёру кино, театра и телевидения , певцу и просто очень хорошему человеку.<br><br>Группа создана 18.11.2007 г",4696
1289269,ASP,"!Важно!<br>Произносится одним словом «АСП», вопреки немецкой транскрипции ""ашп"" и не аббревиатурой.<br><br>Стиль: Novel Gothic Rock<br><br>Страна: Germany (Frankfurt am Main, Hessen)<br><br>Образована: 1999 году<br><br>Лейбл: Trisol",3819
86995161,"Megg, Mogg and Owl || Simon Hanselmann 18+","Кидайте в предлагаемые новости интересные арты и фан-арты, новости по теме, а также что-то из творчества автора, что вы не нашли здесь.<br><br>Талантливая бестия из Австралии (а если быть точным - остров Тасмания) Саймон Хансельманн создал уникальный в своём роде комикс о приключениях депрессивной зеленой ведьмы Мэгг, её кота Могг, и их друга Совы, который вообще непонятно как затесался в эту компанию. Ещё иногда к ним заходит оборотень Джонс. В оригинале он звучит круче - Werewolf Jones. (про себя я называю его Оборотень Иванов).<br>У этих ребят красные глаза, это, как утверждают персонажи комикса - чтобы вылечить астму. <br>Неповторимый юмор, уникальная атмосфера, неофициальная страница.<br>Добро пожаловать.<br><br>Тамблер автора по ссылке ниже.<br>Комиксы выкладываются по странице раз в неделю вот здесь:<br>https://www.vice.com/tag/Simon%20Hanselmann<br>На русском целую книжку издали ребята из ""Комильфо"". Но там далеко не всё, только куски из Лайфзон и Мегахекс. Но лексика оочень простая и очень приятно читается, тем более весь этот сленг - бесценен.<br>Две изданные на английском книги лежат в ссылках на яндекс диске.<br>Наслаждайтесь.<br><br>Всех несовершеннолетних буду банить. Увижу школьника в комментариях - и всё. Так что сидите тихо и не палитесь.",2508
